dates,l1,ssim,accuracy
2020-01-01,0.0451,0.6941,0.9755
2020-01-08,0.0448,0.7169,0.9663
2020-01-15,0.0576,0.6885,0.9545
2020-01-22,0.0551,0.685,0.9556
2020-01-29,0.0804,0.6773,0.9445
2020-02-05,0.0726,0.6568,0.9462
2020-02-12,0.0559,0.6693,0.9636
2020-02-19,0.0708,0.6223,0.9412
2020-02-26,0.0873,0.6103,0.9354
2020-03-04,0.082,0.6415,0.9383
2020-03-11,0.0811,0.6458,0.9311
2020-03-18,0.0833,0.6289,0.931
2020-03-25,0.0828,0.6378,0.9304
2020-04-01,0.0941,0.6177,0.9209
2020-04-08,0.0924,0.6348,0.9293
2020-04-15,0.0864,0.6506,0.9338
2020-04-22,0.0848,0.6256,0.9318
2020-04-29,0.0891,0.614,0.9272
2020-05-06,0.0825,0.6233,0.9415
2020-05-13,0.089,0.6282,0.9248
2020-05-20,0.1043,0.5925,0.898
2020-05-27,0.0963,0.5964,0.8908
2020-06-03,0.1015,0.6043,0.8744
2020-06-10,0.0982,0.602,0.8646
2020-06-17,0.1027,0.5644,0.8444
2020-06-24,0.1025,0.5731,0.8422
2020-07-01,0.0926,0.5617,0.866
2020-07-08,0.0668,0.6138,0.8968
2020-07-15,0.0499,0.6495,0.9242
2020-07-22,0.0481,0.6137,0.9249
2020-07-29,0.0381,0.6672,0.9459
2020-08-05,0.04,0.6673,0.9545
2020-08-12,0.0369,0.6782,0.9517
2020-08-19,0.04,0.6984,0.9525
2020-08-26,0.0415,0.6799,0.9408
2020-09-02,0.0505,0.689,0.9283
2020-09-09,0.0514,0.6354,0.9265
2020-09-16,0.046,0.6925,0.929
2020-09-23,0.048,0.6966,0.9255
2020-09-30,0.0394,0.7065,0.9384
2020-10-07,0.041,0.6451,0.9376
2020-10-14,0.0427,0.6733,0.9358
2020-10-21,0.0488,0.6507,0.9256
2020-10-28,0.0535,0.6566,0.9213
2020-11-04,0.0623,0.6308,0.9146
2020-11-11,0.0744,0.5983,0.9073
2020-11-18,0.0901,0.5635,0.8773
2020-11-25,0.0992,0.5374,0.8671
2020-12-02,0.1154,0.5109,0.8488
2020-12-09,0.1054,0.5289,0.8812
2020-12-16,0.0895,0.5786,0.9138
2020-12-23,0.0754,0.576,0.9361
2021-01-01,0.0597,0.6995,0.9387
2021-01-08,0.0623,0.6929,0.9344
2021-01-15,0.0667,0.6701,0.9323
2021-01-22,0.0765,0.6608,0.9421
2021-01-29,0.0842,0.6674,0.9382
2021-02-05,0.095,0.6521,0.928
2021-02-12,0.1144,0.6449,0.9281
2021-02-19,0.1046,0.6572,0.9275
2021-02-26,0.0998,0.6184,0.9175
2021-03-05,0.0983,0.6435,0.9285
2021-03-12,0.0911,0.6632,0.9416
2021-03-19,0.1039,0.6515,0.9245
2021-03-26,0.0995,0.6332,0.9218
2021-04-02,0.1007,0.6302,0.9103
2021-04-09,0.1083,0.5982,0.8811
2021-04-16,0.0799,0.6566,0.923
2021-04-23,0.0768,0.6627,0.9215
2021-04-30,0.0807,0.6591,0.916
2021-05-07,0.0837,0.6263,0.9092
2021-05-14,0.0842,0.6273,0.9116
2021-05-21,0.0854,0.6473,0.913
2021-05-28,0.0929,0.6117,0.9
2021-06-04,0.0923,0.5907,0.8989
2021-06-11,0.0953,0.593,0.8715
2021-06-18,0.0793,0.6129,0.8873
2021-06-25,0.0791,0.5976,0.89
2021-07-02,0.0641,0.6262,0.9048
2021-07-09,0.0567,0.6849,0.9266
2021-07-16,0.0585,0.6578,0.9251
2021-07-23,0.0432,0.6971,0.9418
2021-07-30,0.0448,0.6986,0.9415
